filename,RA,Dec
84.337 -40.255_[0.01117254 0.01117254] deg_(J0540.1-4050.1pln-forPyBDSF.FITS).fits.png,84.3370000000,-40.2550000000
84.346 -41.088_[0.009 0.009] deg_(J0540.1-4050.1pln-forPyBDSF.FITS).fits.png,84.3460000000,-41.0880000000
84.354 -40.307_[0.009 0.009] deg_(J0540.1-4050.1pln-forPyBDSF.FITS).fits.png,84.3540000000,-40.3070000000
84.354 -40.840_[0.009 0.009] deg_(J0540.1-4050.1pln-forPyBDSF.FITS).fits.png,84.3540000000,-40.8400000000
84.360 -43.428_[0.01398503 0.01398503] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,84.3600000000,-43.4280000000
84.363 -44.272_[0.01704211 0.01704211] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,84.3630000000,-44.2720000000
84.398 -43.013_[0.0114338 0.0114338] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,84.3980000000,-43.0130000000
84.401 -43.203_[0.02220703 0.02220703] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,84.4010000000,-43.2030000000
84.408 -43.240_[0.01501895 0.01501895] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,84.4080000000,-43.2400000000
84.419 -41.324_[0.009 0.009] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,84.4190000000,-41.3240000000
84.440 -43.366_[0.009 0.009] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,84.4400000000,-43.3660000000
84.446 -42.731_[0.02768405 0.02768405] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,84.4460000000,-42.7310000000
84.447 -43.351_[0.00909947 0.00909947] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,84.4470000000,-43.3510000000
84.473 -42.818_[0.009 0.009] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,84.4730000000,-42.8180000000
84.487 -43.193_[0.05067177 0.05067177] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,84.4870000000,-43.1930000000
84.489 -43.222_[0.009 0.009] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,84.4890000000,-43.2220000000
84.502 -41.752_[0.009 0.009] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,84.5020000000,-41.7520000000
84.504 -41.021_[0.0106714 0.0106714] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,84.5040000000,-41.0210000000
84.504 -41.043_[0.04384157 0.04384157] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,84.5040000000,-41.0430000000
84.520 -41.152_[0.0124705 0.0124705] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,84.5200000000,-41.1520000000
84.523 -43.555_[0.01214627 0.01214627] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,84.5230000000,-43.5550000000
84.524 -40.885_[0.00943683 0.00943683] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,84.5240000000,-40.8850000000
84.534 -43.281_[0.00928398 0.00928398] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,84.5340000000,-43.2810000000
84.540 -41.521_[0.01629567 0.01629567] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,84.5400000000,-41.5210000000
84.545 -43.264_[0.009 0.009] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,84.5450000000,-43.2640000000
84.549 -41.352_[0.009 0.009] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,84.5490000000,-41.3520000000
84.551 -41.795_[0.01303543 0.01303543] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,84.5510000000,-41.7950000000
84.554 -43.061_[0.00968625 0.00968625] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,84.5540000000,-43.0610000000
84.556 -41.526_[0.02335471 0.02335471] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,84.5560000000,-41.5260000000
84.558 -40.316_[0.01076734 0.01076734] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,84.5580000000,-40.3160000000
84.579 -44.126_[0.009 0.009] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,84.5790000000,-44.1260000000
84.586 -43.317_[0.009 0.009] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,84.5860000000,-43.3170000000
84.589 -41.425_[0.00902907 0.00902907] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,84.5890000000,-41.4250000000
84.595 -40.332_[0.01485127 0.01485127] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,84.5950000000,-40.3320000000
84.605 -43.139_[0.009 0.009] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,84.6050000000,-43.1390000000
84.607 -41.564_[0.01061735 0.01061735] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,84.6070000000,-41.5640000000
84.610 -43.474_[0.0103386 0.0103386] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,84.6100000000,-43.4740000000
84.616 -44.064_[0.01623572 0.01623572] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,84.6160000000,-44.0640000000
84.621 -43.476_[0.009 0.009] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,84.6210000000,-43.4760000000
84.623 -40.376_[0.009 0.009] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,84.6230000000,-40.3760000000
84.629 -40.863_[0.00977253 0.00977253] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,84.6290000000,-40.8630000000
84.647 -43.927_[0.02556488 0.02556488] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,84.6470000000,-43.9270000000
84.648 -40.576_[0.009 0.009] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,84.6480000000,-40.5760000000
84.651 -43.355_[0.01120723 0.01120723] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,84.6510000000,-43.3550000000
84.654 -41.523_[0.02186354 0.02186354] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,84.6540000000,-41.5230000000
84.658 -42.834_[0.0148462 0.0148462] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,84.6580000000,-42.8340000000
84.667 -40.341_[0.01118974 0.01118974] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,84.6670000000,-40.3410000000
84.669 -43.815_[0.01351669 0.01351669] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,84.6690000000,-43.8150000000
84.670 -42.995_[0.009 0.009] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,84.6700000000,-42.9950000000
84.680 -40.869_[0.02242805 0.02242805] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,84.6800000000,-40.8690000000
84.684 -42.743_[0.009 0.009] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,84.6840000000,-42.7430000000
84.684 -44.082_[0.0299553 0.0299553] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,84.6840000000,-44.0820000000
84.690 -44.075_[0.03063909 0.03063909] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,84.6900000000,-44.0750000000
84.691 -44.098_[0.05009319 0.05009319] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,84.6910000000,-44.0980000000
84.695 -43.006_[0.01177433 0.01177433] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,84.6950000000,-43.0060000000
84.697 -44.371_[0.04113051 0.04113051] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,84.6970000000,-44.3710000000
84.701 -43.596_[0.03285538 0.03285538] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,84.7010000000,-43.5960000000
84.701 -44.087_[0.07045385 0.07045385] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,84.7010000000,-44.0870000000
84.703 -42.410_[0.02575296 0.02575296] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,84.7030000000,-42.4100000000
84.703 -44.570_[0.009 0.009] deg_(J0543.4-4430.Fix.1pln-forPyBDSF.FITS).fits.png,84.7030000000,-44.5700000000
84.704 -43.188_[0.01203885 0.01203885] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,84.7040000000,-43.1880000000
84.704 -43.458_[0.009 0.009] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,84.7040000000,-43.4580000000
84.713 -44.094_[0.01012135 0.01012135] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,84.7130000000,-44.0940000000
84.721 -44.087_[0.0342803 0.0342803] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,84.7210000000,-44.0870000000
84.728 -40.483_[0.009 0.009] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,84.7280000000,-40.4830000000
84.728 -44.074_[0.03408145 0.03408145] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,84.7280000000,-44.0740000000
84.730 -44.096_[0.03661688 0.03661688] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,84.7300000000,-44.0960000000
84.731 -43.158_[0.009 0.009] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,84.7310000000,-43.1580000000
84.742 -43.098_[0.00991376 0.00991376] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,84.7420000000,-43.0980000000
84.746 -40.683_[0.009 0.009] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,84.7460000000,-40.6830000000
84.750 -44.092_[0.03826365 0.03826365] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,84.7500000000,-44.0920000000
84.752 -43.583_[0.009 0.009] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,84.7520000000,-43.5830000000
84.759 -44.312_[0.02175879 0.02175879] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,84.7590000000,-44.3120000000
84.760 -43.693_[0.009 0.009] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,84.7600000000,-43.6930000000
84.766 -43.043_[0.00900678 0.00900678] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,84.7660000000,-43.0430000000
84.767 -40.484_[0.01249933 0.01249933] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,84.7670000000,-40.4840000000
84.771 -43.163_[0.01264681 0.01264681] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,84.7710000000,-43.1630000000
84.776 -43.569_[0.0131869 0.0131869] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,84.7760000000,-43.5690000000
84.799 -43.466_[0.009 0.009] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,84.7990000000,-43.4660000000
84.800 -40.706_[0.009 0.009] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,84.8000000000,-40.7060000000
84.805 -40.195_[0.01938957 0.01938957] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,84.8050000000,-40.1950000000
84.808 -43.336_[0.009 0.009] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,84.8080000000,-43.3360000000
84.821 -42.999_[0.01008918 0.01008918] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,84.8210000000,-42.9990000000
84.824 -41.669_[0.0114642 0.0114642] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,84.8240000000,-41.6690000000
84.830 -40.830_[0.01682945 0.01682945] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,84.8300000000,-40.8300000000
84.830 -43.628_[0.03254892 0.03254892] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,84.8300000000,-43.6280000000
84.835 -40.668_[0.02311283 0.02311283] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,84.8350000000,-40.6680000000
84.836 -43.517_[0.01753137 0.01753137] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,84.8360000000,-43.5170000000
84.842 -40.859_[0.009 0.009] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,84.8420000000,-40.8590000000
84.842 -44.640_[0.01125433 0.01125433] deg_(J0543.4-4430.Fix.1pln-forPyBDSF.FITS).fits.png,84.8420000000,-44.6400000000
84.849 -43.198_[0.02119834 0.02119834] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,84.8490000000,-43.1980000000
84.850 -44.867_[0.009 0.009] deg_(J0543.4-4430.Fix.1pln-forPyBDSF.FITS).fits.png,84.8500000000,-44.8670000000
84.857 -41.377_[0.00953984 0.00953984] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,84.8570000000,-41.3770000000
84.858 -43.478_[0.009 0.009] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,84.8580000000,-43.4780000000
84.868 -43.952_[0.009 0.009] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,84.8680000000,-43.9520000000
84.878 -42.872_[0.00909381 0.00909381] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,84.8780000000,-42.8720000000
84.879 -44.445_[0.01814493 0.01814493] deg_(J0543.4-4430.Fix.1pln-forPyBDSF.FITS).fits.png,84.8790000000,-44.4450000000
84.885 -40.649_[0.01073507 0.01073507] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,84.8850000000,-40.6490000000
84.919 -43.542_[0.00965737 0.00965737] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,84.9190000000,-43.5420000000
84.921 -40.124_[0.009 0.009] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,84.9210000000,-40.1240000000
84.926 -42.516_[0.01103891 0.01103891] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,84.9260000000,-42.5160000000
84.927 -41.165_[0.01358799 0.01358799] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,84.9270000000,-41.1650000000
84.939 -42.676_[0.009 0.009] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,84.9390000000,-42.6760000000
84.962 -42.807_[0.04201444 0.04201444] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,84.9620000000,-42.8070000000
84.965 -42.987_[0.01190805 0.01190805] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,84.9650000000,-42.9870000000
84.974 -40.848_[0.00931165 0.00931165] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,84.9740000000,-40.8480000000
84.975 -40.922_[0.01627589 0.01627589] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,84.9750000000,-40.9220000000
84.978 -41.393_[0.01046504 0.01046504] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,84.9780000000,-41.3930000000
84.981 -41.607_[0.009 0.009] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,84.9810000000,-41.6070000000
84.982 -43.600_[0.01346457 0.01346457] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,84.9820000000,-43.6000000000
84.983 -48.276_[0.03448982 0.03448982] deg_(J0545.5-4756.Fix.1pln-forPyBDSF.FITS).fits.png,84.9830000000,-48.2760000000
84.987 -39.897_[0.00935676 0.00935676] deg_(J0540.1-4050.1pln-forPyBDSF.FITS).fits.png,84.9870000000,-39.8970000000
84.991 -43.407_[0.01949855 0.01949855] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,84.9910000000,-43.4070000000
85.003 -41.319_[0.01145103 0.01145103] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.0030000000,-41.3190000000
85.008 -39.961_[0.01096485 0.01096485] deg_(J0540.1-4050.1pln-forPyBDSF.FITS).fits.png,85.0080000000,-39.9610000000
85.009 -44.365_[0.00975846 0.00975846] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,85.0090000000,-44.3650000000
85.010 -41.196_[0.01011202 0.01011202] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.0100000000,-41.1960000000
85.012 -43.129_[0.02428044 0.02428044] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,85.0120000000,-43.1290000000
85.017 -41.279_[0.01448658 0.01448658] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.0170000000,-41.2790000000
85.019 -41.655_[0.009 0.009] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.0190000000,-41.6550000000
85.019 -43.710_[0.03149789 0.03149789] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,85.0190000000,-43.7100000000
85.021 -41.351_[0.01191811 0.01191811] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.0210000000,-41.3510000000
85.023 -40.810_[0.01833159 0.01833159] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.0230000000,-40.8100000000
85.025 -44.011_[0.03218393 0.03218393] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,85.0250000000,-44.0110000000
85.027 -40.837_[0.009 0.009] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.0270000000,-40.8370000000
85.041 -41.220_[0.01086697 0.01086697] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.0410000000,-41.2200000000
85.043 -43.389_[0.01760503 0.01760503] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,85.0430000000,-43.3890000000
85.043 -43.400_[0.009 0.009] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,85.0430000000,-43.4000000000
85.049 -40.391_[0.009 0.009] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.0490000000,-40.3910000000
85.049 -43.077_[0.0154457 0.0154457] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,85.0490000000,-43.0770000000
85.049 -44.963_[0.01818343 0.01818343] deg_(J0543.4-4430.Fix.1pln-forPyBDSF.FITS).fits.png,85.0490000000,-44.9630000000
85.051 -43.211_[0.01101099 0.01101099] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,85.0510000000,-43.2110000000
85.052 -43.141_[0.01031663 0.01031663] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,85.0520000000,-43.1410000000
85.067 -40.860_[0.01167962 0.01167962] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.0670000000,-40.8600000000
85.071 -43.425_[0.01573102 0.01573102] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,85.0710000000,-43.4250000000
85.073 -40.647_[0.01037347 0.01037347] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.0730000000,-40.6470000000
85.074 -41.636_[0.02063866 0.02063866] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.0740000000,-41.6360000000
85.083 -47.793_[0.01014186 0.01014186] deg_(J0545.5-4756.Fix.1pln-forPyBDSF.FITS).fits.png,85.0830000000,-47.7930000000
85.086 -43.096_[0.01548486 0.01548486] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,85.0860000000,-43.0960000000
85.089 -40.504_[0.009 0.009] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.0890000000,-40.5040000000
85.093 -40.427_[0.01056355 0.01056355] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.0930000000,-40.4270000000
85.106 -44.341_[0.01246776 0.01246776] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,85.1060000000,-44.3410000000
85.109 -44.160_[0.00993612 0.00993612] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,85.1090000000,-44.1600000000
85.110 -44.169_[0.03062223 0.03062223] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,85.1100000000,-44.1690000000
85.111 -41.206_[0.009 0.009] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.1110000000,-41.2060000000
85.114 -40.919_[0.01217285 0.01217285] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.1140000000,-40.9190000000
85.117 -41.735_[0.03638506 0.03638506] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.1170000000,-41.7350000000
85.123 -41.516_[0.01461678 0.01461678] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.1230000000,-41.5160000000
85.123 -43.351_[0.02864233 0.02864233] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,85.1230000000,-43.3510000000
85.125 -44.287_[0.01370201 0.01370201] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,85.1250000000,-44.2870000000
85.126 -43.321_[0.009 0.009] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,85.1260000000,-43.3210000000
85.127 -47.817_[0.009 0.009] deg_(J0545.5-4756.Fix.1pln-forPyBDSF.FITS).fits.png,85.1270000000,-47.8170000000
85.129 -40.798_[0.02170924 0.02170924] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.1290000000,-40.7980000000
85.133 -41.094_[0.01827833 0.01827833] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.1330000000,-41.0940000000
85.133 -42.795_[0.01044047 0.01044047] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,85.1330000000,-42.7950000000
85.138 -40.195_[0.009 0.009] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.1380000000,-40.1950000000
85.142 -45.010_[0.02866902 0.02866902] deg_(J0543.4-4430.Fix.1pln-forPyBDSF.FITS).fits.png,85.1420000000,-45.0100000000
85.144 -43.692_[0.01209561 0.01209561] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,85.1440000000,-43.6920000000
85.149 -42.969_[0.00902111 0.00902111] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,85.1490000000,-42.9690000000
85.156 -48.401_[0.026678 0.026678] deg_(J0545.5-4756.Fix.1pln-forPyBDSF.FITS).fits.png,85.1560000000,-48.4010000000
85.160 -41.817_[0.01374989 0.01374989] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.1600000000,-41.8170000000
85.162 -44.594_[0.01551776 0.01551776] deg_(J0543.4-4430.Fix.1pln-forPyBDSF.FITS).fits.png,85.1620000000,-44.5940000000
85.170 -41.247_[0.009 0.009] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.1700000000,-41.2470000000
85.178 -44.578_[0.02996368 0.02996368] deg_(J0543.4-4430.Fix.1pln-forPyBDSF.FITS).fits.png,85.1780000000,-44.5780000000
85.180 -41.179_[0.02848889 0.02848889] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.1800000000,-41.1790000000
85.181 -41.823_[0.01434235 0.01434235] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.1810000000,-41.8230000000
85.182 -43.352_[0.01088467 0.01088467] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,85.1820000000,-43.3520000000
85.189 -40.624_[0.01036553 0.01036553] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.1890000000,-40.6240000000
85.196 -43.429_[0.00915798 0.00915798] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,85.1960000000,-43.4290000000
85.208 -43.287_[0.01487516 0.01487516] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,85.2080000000,-43.2870000000
85.213 -41.647_[0.01597787 0.01597787] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.2130000000,-41.6470000000
85.213 -44.241_[0.01365806 0.01365806] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,85.2130000000,-44.2410000000
85.216 -44.268_[0.01718491 0.01718491] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,85.2160000000,-44.2680000000
85.224 -43.900_[0.009 0.009] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,85.2240000000,-43.9000000000
85.227 -47.198_[0.02231241 0.02231241] deg_(J0545.5-4756.Fix.1pln-forPyBDSF.FITS).fits.png,85.2270000000,-47.1980000000
85.229 -40.865_[0.01106805 0.01106805] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.2290000000,-40.8650000000
85.239 -40.649_[0.02163856 0.02163856] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.2390000000,-40.6490000000
85.239 -48.164_[0.03558636 0.03558636] deg_(J0545.5-4756.Fix.1pln-forPyBDSF.FITS).fits.png,85.2390000000,-48.1640000000
85.243 -41.021_[0.01338451 0.01338451] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.2430000000,-41.0210000000
85.245 -43.138_[0.01139747 0.01139747] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,85.2450000000,-43.1380000000
85.245 -43.570_[0.01314426 0.01314426] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,85.2450000000,-43.5700000000
85.250 -45.063_[0.009 0.009] deg_(J0543.4-4430.Fix.1pln-forPyBDSF.FITS).fits.png,85.2500000000,-45.0630000000
85.251 -40.246_[0.01078615 0.01078615] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.2510000000,-40.2460000000
85.251 -44.164_[0.01025067 0.01025067] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,85.2510000000,-44.1640000000
85.255 -40.873_[0.009 0.009] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.2550000000,-40.8730000000
85.255 -43.194_[0.0100499 0.0100499] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,85.2550000000,-43.1940000000
85.259 -41.612_[0.01368865 0.01368865] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.2590000000,-41.6120000000
85.261 -40.635_[0.009 0.009] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.2610000000,-40.6350000000
85.261 -43.626_[0.009 0.009] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,85.2610000000,-43.6260000000
