filename,RA,Dec,label1,label2,label3,distance,source_type
60.795 -81.944_[0.02334753 0.02334753] deg_(J0351.1-8212.Fix.1pln-forPyBDSF.FITS).fits.png,60.7948612600,-81.9436594700,FR I,Bent,,0.0003410844,typical
60.925 -82.558_[0.009 0.009] deg_(J0351.1-8212.Fix.1pln-forPyBDSF.FITS).fits.png,60.9249187500,-82.5575575200,Bent,,,0.0004426057,typical
60.945 -71.434_[0.02806039 0.02806039] deg_(J0406.7-7116.Fix.1pln-forPyBDSF.FITS).fits.png,60.9453951500,-71.4342249600,Bent,,,0.0002577506,typical
60.973 -71.849_[0.01150495 0.01150495] deg_(J0406.7-7116.Fix.1pln-forPyBDSF.FITS).fits.png,60.9732634400,-71.8486806800,FR I,,,0.0003296982,typical
61.134 -71.033_[0.01113164 0.01113164] deg_(J0406.7-7116.Fix.1pln-forPyBDSF.FITS).fits.png,61.1338350700,-71.0330328100,FR I,,,0.0000628554,typical
61.266 -70.910_[0.009 0.009] deg_(J0406.7-7116.Fix.1pln-forPyBDSF.FITS).fits.png,61.2660797000,-70.9101229300,Bent,,,0.0001256643,typical
61.275 -82.727_[0.009 0.009] deg_(J0351.1-8212.Fix.1pln-forPyBDSF.FITS).fits.png,61.2748609300,-82.7273832500,FR I,,,0.0003836542,typical
61.312 -74.226_[0.0114748 0.0114748] deg_(J0352.4-7401.Fix.1pln-forPyBDSF.FITS).fits.png,61.3121133000,-74.2257374500,FR I,Bent,,0.0002643502,typical
61.316 -71.582_[0.01144704 0.01144704] deg_(J0406.7-7116.Fix.1pln-forPyBDSF.FITS).fits.png,61.3159439600,-71.5819022100,FR II,,,0.0000993794,typical
61.361 -71.348_[0.00902 0.00902] deg_(J0406.7-7116.Fix.1pln-forPyBDSF.FITS).fits.png,61.3610008800,-71.3475105400,FR I,Bent,,0.0004894603,typical
61.423 -71.081_[0.009 0.009] deg_(J0406.7-7116.Fix.1pln-forPyBDSF.FITS).fits.png,61.4225829000,-71.0805234900,Point Source,,,0.0004953293,typical
61.458 -74.209_[0.01135922 0.01135922] deg_(J0352.4-7401.Fix.1pln-forPyBDSF.FITS).fits.png,61.4576779000,-74.2086443900,FR II,,,0.0003662540,typical
61.577 -71.543_[0.009 0.009] deg_(J0406.7-7116.Fix.1pln-forPyBDSF.FITS).fits.png,61.5771493900,-71.5428506400,Bent,,,0.0001566692,typical
61.618 -81.729_[0.00982871 0.00982871] deg_(J0351.1-8212.Fix.1pln-forPyBDSF.FITS).fits.png,61.6178256000,-81.7291728400,FR I,,,0.0001746505,typical
61.627 -71.104_[0.009 0.009] deg_(J0406.7-7116.Fix.1pln-forPyBDSF.FITS).fits.png,61.6274528300,-71.1038693700,FR I,,,0.0001963958,typical
61.636 -82.465_[0.01177923 0.01177923] deg_(J0351.1-8212.Fix.1pln-forPyBDSF.FITS).fits.png,61.6356337700,-82.4646702700,FR II,,,0.0003332092,typical
61.738 -71.344_[0.01710675 0.01710675] deg_(J0406.7-7116.Fix.1pln-forPyBDSF.FITS).fits.png,61.7381263000,-71.3438192600,Bent,,,0.0001852000,typical
61.799 -82.286_[0.02015756 0.02015756] deg_(J0351.1-8212.Fix.1pln-forPyBDSF.FITS).fits.png,61.6356337700,-82.4646702700,FR II,,,0.1799801297,typical
61.975 -70.736_[0.02432451 0.02432451] deg_(J0406.7-7116.Fix.1pln-forPyBDSF.FITS).fits.png,61.9746739600,-70.7363640800,Bent,,,0.0003796385,typical
61.977 -82.755_[0.01331328 0.01331328] deg_(J0351.1-8212.Fix.1pln-forPyBDSF.FITS).fits.png,61.9765572200,-82.7548020100,FR II,,,0.0002057152,typical
61.995 -71.476_[0.01010759 0.01010759] deg_(J0406.7-7116.Fix.1pln-forPyBDSF.FITS).fits.png,61.9948439700,-71.4755194700,Point Source,,,0.0004830797,typical
62.169 -71.428_[0.00940555 0.00940555] deg_(J0406.7-7116.Fix.1pln-forPyBDSF.FITS).fits.png,62.1693685000,-71.4280019100,FR II,,,0.0001173838,typical
62.281 -71.352_[0.01012026 0.01012026] deg_(J0406.7-7116.Fix.1pln-forPyBDSF.FITS).fits.png,62.1693685000,-71.4280019100,FR II,,,0.0839367652,typical
62.694 -82.107_[0.0104277 0.0104277] deg_(J0351.1-8212.Fix.1pln-forPyBDSF.FITS).fits.png,62.6944581700,-82.1069796700,FR I,,,0.0000661165,typical
62.855 -55.979_[0.009 0.009] deg_(J0416.7-5525.Fix.1pln-forPyBDSF.FITS).fits.png,62.8550262200,-55.9787081200,Bent,,,0.0002922476,typical
62.881 -70.551_[0.01692807 0.01692807] deg_(J0406.7-7116.Fix.1pln-forPyBDSF.FITS).fits.png,62.8809441800,-70.5505376400,FR I,,,0.0004627335,typical
62.898 -70.772_[0.01275585 0.01275585] deg_(J0406.7-7116.Fix.1pln-forPyBDSF.FITS).fits.png,62.8978385500,-70.7724697300,FR I,,,0.0004727293,typical
62.920 -55.770_[0.03437623 0.03437623] deg_(J0416.7-5525.Fix.1pln-forPyBDSF.FITS).fits.png,62.9197612800,-55.7701328700,FR II,,,0.0001889098,typical
62.951 -55.473_[0.009 0.009] deg_(J0416.7-5525.Fix.1pln-forPyBDSF.FITS).fits.png,62.9512803700,-55.4729174900,Point Source,,,0.0001790565,typical
63.037 -55.048_[0.009 0.009] deg_(J0416.7-5525.Fix.1pln-forPyBDSF.FITS).fits.png,63.0368332600,-55.0479157700,Point Source,,,0.0001273526,typical
63.176 -71.392_[0.01047941 0.01047941] deg_(J0406.7-7116.Fix.1pln-forPyBDSF.FITS).fits.png,63.2773859100,-71.2342341300,FR I,Bent,,0.1610752590,typical
63.187 -71.162_[0.01324571 0.01324571] deg_(J0406.7-7116.Fix.1pln-forPyBDSF.FITS).fits.png,63.1874805200,-71.1617999900,FR I,,,0.0002531349,typical
63.194 -55.399_[0.009 0.009] deg_(J0416.7-5525.Fix.1pln-forPyBDSF.FITS).fits.png,63.1939841200,-55.3990167000,Point Source,,,0.0000189761,typical
63.261 -55.840_[0.01385027 0.01385027] deg_(J0416.7-5525.Fix.1pln-forPyBDSF.FITS).fits.png,63.2610074100,-55.8400184400,Bent,,,0.0000188991,typical
63.277 -71.234_[0.01137359 0.01137359] deg_(J0406.7-7116.Fix.1pln-forPyBDSF.FITS).fits.png,63.2773859100,-71.2342341300,FR I,Bent,,0.0002650097,typical
63.382 -70.978_[0.01722115 0.01722115] deg_(J0406.7-7116.Fix.1pln-forPyBDSF.FITS).fits.png,63.3824395800,-70.9781219200,Bent,,,0.0001881268,typical
63.420 -82.114_[0.03740765 0.03740765] deg_(J0351.1-8212.Fix.1pln-forPyBDSF.FITS).fits.png,63.4203244300,-82.1140229900,FR I,,,0.0000500969,typical
63.484 -82.812_[0.00987383 0.00987383] deg_(J0351.1-8212.Fix.1pln-forPyBDSF.FITS).fits.png,63.4844396600,-82.8116330200,FR I,Bent,,0.0003710813,typical
63.527 -55.022_[0.01406793 0.01406793] deg_(J0416.7-5525.Fix.1pln-forPyBDSF.FITS).fits.png,63.5265432800,-55.0217794900,FR I,Bent,,0.0003423089,typical
63.568 -55.790_[0.03438685 0.03438685] deg_(J0416.7-5525.Fix.1pln-forPyBDSF.FITS).fits.png,63.5679972400,-55.7899895200,FR II,,,0.0000105951,typical
63.615 -55.978_[0.01606797 0.01606797] deg_(J0416.7-5525.Fix.1pln-forPyBDSF.FITS).fits.png,63.6146018200,-55.9782215400,FR I,,,0.0003141875,typical
63.616 -56.006_[0.01249069 0.01249069] deg_(J0416.7-5525.Fix.1pln-forPyBDSF.FITS).fits.png,63.6158669900,-56.0056918100,Point Source,,,0.0003170364,typical
63.630 -55.026_[0.009 0.009] deg_(J0416.7-5525.Fix.1pln-forPyBDSF.FITS).fits.png,63.6302650700,-55.0262681500,Point Source,,,0.0003082040,typical
63.726 -55.122_[0.009 0.009] deg_(J0416.7-5525.Fix.1pln-forPyBDSF.FITS).fits.png,63.7255933200,-55.1217804900,FR I,,,0.0003197904,typical
63.736 -55.608_[0.009 0.009] deg_(J0416.7-5525.Fix.1pln-forPyBDSF.FITS).fits.png,63.7359971900,-55.6081342900,Point Source,,,0.0001343005,typical
63.753 -56.219_[0.009 0.009] deg_(J0416.7-5525.Fix.1pln-forPyBDSF.FITS).fits.png,63.7531142000,-56.2187876400,FR I,,,0.0002216492,typical
63.818 -55.204_[0.01125037 0.01125037] deg_(J0416.7-5525.Fix.1pln-forPyBDSF.FITS).fits.png,63.8178423000,-55.2039994800,Bent,,,0.0000899911,typical
63.865 -71.913_[0.009 0.009] deg_(J0406.7-7116.Fix.1pln-forPyBDSF.FITS).fits.png,63.8646701600,-71.9134659800,Point Source,,,0.0004770983,typical
63.916 -55.742_[0.02108806 0.02108806] deg_(J0416.7-5525.Fix.1pln-forPyBDSF.FITS).fits.png,63.9156398600,-55.7419014500,Bent,,,0.0002254124,typical
63.950 -55.076_[0.009 0.009] deg_(J0416.7-5525.Fix.1pln-forPyBDSF.FITS).fits.png,63.9502235000,-55.0755155700,FR I,,,0.0005010437,typical
64.017 -55.750_[0.01488718 0.01488718] deg_(J0416.7-5525.Fix.1pln-forPyBDSF.FITS).fits.png,64.0172103100,-55.7499351400,FR II,,,0.0001349692,typical
64.069 -55.531_[0.009 0.009] deg_(J0416.7-5525.Fix.1pln-forPyBDSF.FITS).fits.png,64.0686225300,-55.5312913100,Point Source,,,0.0003612472,typical
64.181 -55.632_[0.0101485 0.0101485] deg_(J0416.7-5525.Fix.1pln-forPyBDSF.FITS).fits.png,64.1811696300,-55.6317153500,FR II,,,0.0003003245,typical
64.210 -55.285_[0.009 0.009] deg_(J0416.7-5525.Fix.1pln-forPyBDSF.FITS).fits.png,64.2097581100,-55.2851388800,Point Source,,,0.0001956129,typical
64.229 -55.223_[0.009 0.009] deg_(J0416.7-5525.Fix.1pln-forPyBDSF.FITS).fits.png,64.2289819700,-55.2228403900,Point Source,,,0.0001599408,typical
64.271 -55.865_[0.0149115 0.0149115] deg_(J0416.7-5525.Fix.1pln-forPyBDSF.FITS).fits.png,64.2711894200,-55.8653542000,FR II,,,0.0003698042,typical
64.347 -56.388_[0.009 0.009] deg_(J0416.7-5525.Fix.1pln-forPyBDSF.FITS).fits.png,64.3466262000,-56.3876116300,Point Source,,,0.0004400555,typical
64.378 -55.957_[0.029101 0.029101] deg_(J0416.7-5525.Fix.1pln-forPyBDSF.FITS).fits.png,64.3778332700,-55.9570596500,Bent,,,0.0001107736,typical
64.398 -55.194_[0.02853272 0.02853272] deg_(J0416.7-5525.Fix.1pln-forPyBDSF.FITS).fits.png,64.3978791500,-55.1943689100,FR II,,,0.0003753032,typical
64.403 -55.580_[0.009 0.009] deg_(J0416.7-5525.Fix.1pln-forPyBDSF.FITS).fits.png,64.4026051200,-55.5801862200,Point Source,,,0.0002906896,typical
64.496 -55.015_[0.009 0.009] deg_(J0416.7-5525.Fix.1pln-forPyBDSF.FITS).fits.png,64.4960214000,-55.0152644900,Point Source,,,0.0002647758,typical
64.616 -55.199_[0.009 0.009] deg_(J0416.7-5525.Fix.1pln-forPyBDSF.FITS).fits.png,64.6159290500,-55.1989418000,FR II,,,0.0000708992,typical
64.734 -55.392_[0.009 0.009] deg_(J0416.7-5525.Fix.1pln-forPyBDSF.FITS).fits.png,64.7338335200,-55.3924111900,FR I,Bent,,0.0004219214,typical
64.810 -55.100_[0.009 0.009] deg_(J0416.7-5525.Fix.1pln-forPyBDSF.FITS).fits.png,64.8098321000,-55.0995442400,Point Source,,,0.0004657740,typical
64.890 -82.113_[0.009 0.009] deg_(J0351.1-8212.Fix.1pln-forPyBDSF.FITS).fits.png,64.8901825100,-82.1133399000,Point Source,,,0.0003408215,typical
64.895 -55.796_[0.01553864 0.01553864] deg_(J0416.7-5525.Fix.1pln-forPyBDSF.FITS).fits.png,64.8951483400,-55.7962686500,Bent,,,0.0002812948,typical
64.966 -55.458_[0.01579346 0.01579346] deg_(J0416.7-5525.Fix.1pln-forPyBDSF.FITS).fits.png,64.9659311400,-55.4580536800,Bent,,,0.0000663806,typical
64.983 -55.484_[0.009 0.009] deg_(J0416.7-5525.Fix.1pln-forPyBDSF.FITS).fits.png,64.9830188700,-55.4837828500,Bent,,,0.0002174124,typical
65.013 -55.477_[0.01771844 0.01771844] deg_(J0416.7-5525.Fix.1pln-forPyBDSF.FITS).fits.png,65.0131371900,-55.4774238200,Bent,,,0.0004308910,typical
65.179 -55.540_[0.009 0.009] deg_(J0416.7-5525.Fix.1pln-forPyBDSF.FITS).fits.png,65.1792287200,-55.5399221400,Point Source,,,0.0001510311,typical
65.187 -54.686_[0.009 0.009] deg_(J0416.7-5525.Fix.1pln-forPyBDSF.FITS).fits.png,65.1872617900,-54.6862842500,FR I,Bent,,0.0003220210,typical
65.296 -56.123_[0.02035678 0.02035678] deg_(J0416.7-5525.Fix.1pln-forPyBDSF.FITS).fits.png,65.2958131500,-56.1233464700,FR II,,,0.0003617855,typical
65.297 -54.933_[0.009 0.009] deg_(J0416.7-5525.Fix.1pln-forPyBDSF.FITS).fits.png,65.2970505200,-54.9333668500,Point Source,,,0.0003679953,typical
65.660 -55.885_[0.009 0.009] deg_(J0416.7-5525.Fix.1pln-forPyBDSF.FITS).fits.png,65.6601099600,-55.8854915300,Point Source,,,0.0004953845,typical
65.812 -55.114_[0.01015471 0.01015471] deg_(J0416.7-5525.Fix.1pln-forPyBDSF.FITS).fits.png,65.8117262600,-55.1143260200,FR I,,,0.0003616636,typical
66.731 -62.103_[0.00912914 0.00912914] deg_(J0431.4-6126.Fix.1pln-forPyBDSF.FITS).fits.png,66.7313130500,-62.1026386900,Bent,,,0.0003898699,typical
66.735 -61.176_[0.01219039 0.01219039] deg_(J0431.4-6126.Fix.1pln-forPyBDSF.FITS).fits.png,66.7345821800,-61.1758674000,FR I,,,0.0002411665,typical
66.751 -62.112_[0.02991868 0.02991868] deg_(J0431.4-6126.Fix.1pln-forPyBDSF.FITS).fits.png,66.7509935800,-62.1120419400,Bent,,,0.0000420521,typical
66.793 -62.375_[0.009 0.009] deg_(J0431.4-6126.Fix.1pln-forPyBDSF.FITS).fits.png,67.0782949300,-62.1666275800,Point Source,,,0.2470632238,typical
67.078 -62.167_[0.009 0.009] deg_(J0431.4-6126.Fix.1pln-forPyBDSF.FITS).fits.png,67.0782949300,-62.1666275800,Point Source,,,0.0003970626,typical
67.299 -61.048_[0.04510405 0.04510405] deg_(J0431.4-6126.Fix.1pln-forPyBDSF.FITS).fits.png,67.2993492500,-61.0476312600,Point Source,,,0.0004056503,typical
67.353 -61.319_[0.01087768 0.01087768] deg_(J0431.4-6126.Fix.1pln-forPyBDSF.FITS).fits.png,67.3532096800,-61.3187321500,Point Source,,,0.0002861301,typical
67.434 -61.221_[0.009 0.009] deg_(J0431.4-6126.Fix.1pln-forPyBDSF.FITS).fits.png,67.4342417300,-61.2205725900,FR I,Bent,,0.0004429711,typical
67.768 -61.412_[0.00974272 0.00974272] deg_(J0431.4-6126.Fix.1pln-forPyBDSF.FITS).fits.png,67.7675925700,-61.4124713500,FR I,,,0.0005100781,typical
67.883 -62.317_[0.03071435 0.03071435] deg_(J0431.4-6126.Fix.1pln-forPyBDSF.FITS).fits.png,67.8827739200,-62.3174742100,Bent,,,0.0004857027,typical
67.984 -62.119_[0.009 0.009] deg_(J0431.4-6126.Fix.1pln-forPyBDSF.FITS).fits.png,67.9842208800,-62.1185628700,FR I,,,0.0004491669,typical
68.180 -61.448_[0.009 0.009] deg_(J0431.4-6126.Fix.1pln-forPyBDSF.FITS).fits.png,68.1800623500,-61.4484574300,FR I,Bent,,0.0004583993,typical
68.246 -61.781_[0.009 0.009] deg_(J0431.4-6126.Fix.1pln-forPyBDSF.FITS).fits.png,68.2458517700,-61.7812617000,FR I,,,0.0002709222,typical
68.303 -61.200_[0.009 0.009] deg_(J0431.4-6126.Fix.1pln-forPyBDSF.FITS).fits.png,68.3032420300,-61.2000192200,Point Source,,,0.0001181729,typical
68.368 -61.534_[0.009 0.009] deg_(J0431.4-6126.Fix.1pln-forPyBDSF.FITS).fits.png,68.3684403700,-61.5344783900,FR II,,,0.0005224111,typical
68.371 -61.845_[0.009 0.009] deg_(J0431.4-6126.Fix.1pln-forPyBDSF.FITS).fits.png,68.3714749500,-61.8452612800,FR I,,,0.0003442265,typical
68.495 -61.521_[0.02209662 0.02209662] deg_(J0431.4-6126.Fix.1pln-forPyBDSF.FITS).fits.png,68.4949279100,-61.5212587600,Bent,,,0.0002610328,typical
68.503 -60.809_[0.00995476 0.00995476] deg_(J0431.4-6126.Fix.1pln-forPyBDSF.FITS).fits.png,68.5027683400,-60.8089164800,Bent,,,0.0001405048,typical
69.314 -60.891_[0.009 0.009] deg_(J0431.4-6126.Fix.1pln-forPyBDSF.FITS).fits.png,69.3138057800,-60.8913183300,FR II,,,0.0003320554,typical
69.592 -62.050_[0.009 0.009] deg_(J0431.4-6126.Fix.1pln-forPyBDSF.FITS).fits.png,69.5924919200,-62.0502203400,Bent,,,0.0003189173,typical
69.886 -61.132_[0.01131575 0.01131575] deg_(J0431.4-6126.Fix.1pln-forPyBDSF.FITS).fits.png,69.8860408000,-61.1324563200,Bent,,,0.0004567458,typical
7.230 -19.259_[0.01107558 0.01107558] deg_(Abell_33.1pln-forPyBDSF.FITS).fits.png,7.2299846430,-19.2594764200,FR II,,,0.0004766413,typical
7.305 -19.825_[0.02878727 0.02878727] deg_(Abell_33.1pln-forPyBDSF.FITS).fits.png,7.3050493460,-19.8254876900,Bent,,,0.0004898957,typical
7.414 -19.774_[0.0191201 0.0191201] deg_(Abell_33.1pln-forPyBDSF.FITS).fits.png,7.4138494760,-19.7743426100,FR II,,,0.0003707354,typical
7.437 -19.335_[0.01920024 0.01920024] deg_(Abell_33.1pln-forPyBDSF.FITS).fits.png,7.4369327460,-19.3346701400,FR II,,,0.0003359108,typical
7.478 -19.625_[0.009 0.009] deg_(Abell_33.1pln-forPyBDSF.FITS).fits.png,7.4777992050,-19.6250083800,Point Source,,,0.0001893165,typical
7.519 -18.552_[0.01221271 0.01221271] deg_(Abell_33.1pln-forPyBDSF.FITS).fits.png,7.5192253220,-18.5523075100,FR I,Bent,,0.0003744233,typical
7.681 -19.509_[0.009 0.009] deg_(Abell_33.1pln-forPyBDSF.FITS).fits.png,7.4777992050,-19.6250083800,Point Source,,,0.2238686435,typical
7.915 -19.083_[0.04038934 0.04038934] deg_(Abell_33.1pln-forPyBDSF.FITS).fits.png,7.9146610330,-19.0827795100,FR I,Bent,,0.0003888880,typical
85.097 -45.282_[0.01715983 0.01715983] deg_(J0543.4-4430.Fix.1pln-forPyBDSF.FITS).fits.png,85.0973270900,-45.2822364600,Bent,,,0.0003299711,typical
86.129 -22.419_[0.009 0.009] deg_(Abell_3365.1pln-forPyBDSF.FITS).fits.png,86.1293558000,-22.4185831900,Point Source,,,0.0005309539,typical
86.302 -22.170_[0.01514116 0.01514116] deg_(Abell_3365.1pln-forPyBDSF.FITS).fits.png,86.3024922000,-22.1703344900,typical,,,0.0005653735,typical
86.397 -22.339_[0.01126454 0.01126454] deg_(Abell_3365.1pln-forPyBDSF.FITS).fits.png,86.3024922000,-22.1703344900,typical,,,0.1899965158,typical
86.538 -21.999_[0.04570272 0.04570272] deg_(Abell_3365.1pln-forPyBDSF.FITS).fits.png,86.5384571900,-21.9986710200,FR II,,,0.0005365830,typical
86.599 -22.200_[0.01365238 0.01365238] deg_(Abell_3365.1pln-forPyBDSF.FITS).fits.png,86.5987314700,-22.1997478000,FR I,,,0.0003541453,typical
86.653 -22.186_[0.01451678 0.01451678] deg_(Abell_3365.1pln-forPyBDSF.FITS).fits.png,86.6526564400,-22.1864256500,FR II,,,0.0005313944,typical
86.675 -22.786_[0.009 0.009] deg_(Abell_3365.1pln-forPyBDSF.FITS).fits.png,86.9296557200,-22.2619187400,Exotic,,,0.5744509784,typical
86.781 -21.364_[0.009 0.009] deg_(Abell_3365.1pln-forPyBDSF.FITS).fits.png,86.7806723900,-21.3643045300,FR II,,,0.0004310737,typical
86.790 -21.827_[0.009 0.009] deg_(Abell_3365.1pln-forPyBDSF.FITS).fits.png,86.9369752200,-21.8089824000,Point Source,,,0.1376317109,typical
86.919 -21.291_[0.00933533 0.00933533] deg_(Abell_3365.1pln-forPyBDSF.FITS).fits.png,86.9191749400,-21.2910000900,Point Source,,,0.0001629992,typical
86.928 -21.260_[0.01036175 0.01036175] deg_(Abell_3365.1pln-forPyBDSF.FITS).fits.png,86.9275081500,-21.2595267600,FR I,Bent,,0.0006588378,typical
86.930 -21.874_[0.01169882 0.01169882] deg_(Abell_3365.1pln-forPyBDSF.FITS).fits.png,86.9369752200,-21.8089824000,Point Source,,,0.0653391739,typical
86.937 -21.809_[0.009 0.009] deg_(Abell_3365.1pln-forPyBDSF.FITS).fits.png,86.9369752200,-21.8089824000,Point Source,,,0.0000289529,typical
86.994 -21.782_[0.01591703 0.01591703] deg_(Abell_3365.1pln-forPyBDSF.FITS).fits.png,86.9943228300,-21.7816052000,FR II,,,0.0004957176,typical
87.056 -22.249_[0.01136955 0.01136955] deg_(Abell_3365.1pln-forPyBDSF.FITS).fits.png,87.0556600300,-22.2485378300,FR II,,,0.0005591161,typical
87.240 -22.453_[0.01103341 0.01103341] deg_(Abell_3365.1pln-forPyBDSF.FITS).fits.png,87.2398242300,-22.4525730500,Point Source,,,0.0004568096,typical
87.245 -22.327_[0.009 0.009] deg_(Abell_3365.1pln-forPyBDSF.FITS).fits.png,87.2448312900,-22.3273132900,Point Source,,,0.0003500097,typical
87.264 -22.233_[0.009 0.009] deg_(Abell_3365.1pln-forPyBDSF.FITS).fits.png,87.2641918200,-22.2331894700,Point Source,,,0.0002596651,typical
87.415 -21.768_[0.01224929 0.01224929] deg_(Abell_3365.1pln-forPyBDSF.FITS).fits.png,87.4148438900,-21.7678689100,FR II,,,0.0001954564,typical
87.426 -22.041_[0.01560637 0.01560637] deg_(Abell_3365.1pln-forPyBDSF.FITS).fits.png,87.4255225300,-22.0412301300,Bent,,,0.0004988311,typical
87.431 -20.913_[0.00922048 0.00922048] deg_(Abell_3365.1pln-forPyBDSF.FITS).fits.png,87.4306519000,-20.9130232400,FR I,,,0.0003259985,typical
87.438 -21.700_[0.0101119 0.0101119] deg_(Abell_3365.1pln-forPyBDSF.FITS).fits.png,87.4377234500,-21.7003784800,FR II,,,0.0004574618,typical
87.474 -21.821_[0.009 0.009] deg_(Abell_3365.1pln-forPyBDSF.FITS).fits.png,87.4736570300,-21.8208059400,Point Source,,,0.0003728753,typical
87.482 -21.194_[0.02761107 0.02761107] deg_(Abell_3365.1pln-forPyBDSF.FITS).fits.png,87.4815331800,-21.1936527100,typical,,,0.0005568201,typical
87.548 -22.664_[0.01910152 0.01910152] deg_(Abell_3365.1pln-forPyBDSF.FITS).fits.png,87.5475314700,-22.6644096000,Bent,,,0.0005955651,typical
87.574 -22.208_[0.01642739 0.01642739] deg_(Abell_3365.1pln-forPyBDSF.FITS).fits.png,87.5740420200,-22.2076543900,Bent,,,0.0003477931,typical
87.665 -22.395_[0.00974144 0.00974144] deg_(Abell_3365.1pln-forPyBDSF.FITS).fits.png,87.6652961300,-22.3952907900,Bent,,,0.0003994018,typical
87.994 -21.673_[0.01321365 0.01321365] deg_(Abell_3365.1pln-forPyBDSF.FITS).fits.png,87.9942493600,-21.6733564400,Bent,,,0.0004251458,typical
88.917 -59.432_[0.009 0.009] deg_(J0600.8-5835.Fix.1pln-forPyBDSF.FITS).fits.png,88.9168252300,-59.4318675300,Point Source,,,0.0001595255,typical
88.981 -57.723_[0.02415982 0.02415982] deg_(J0600.8-5835.Fix.1pln-forPyBDSF.FITS).fits.png,88.9809543500,-57.7226223600,Point Source,,,0.0003784269,typical
89.027 -58.204_[0.00920824 0.00920824] deg_(J0600.8-5835.Fix.1pln-forPyBDSF.FITS).fits.png,89.0270083900,-58.2039604200,Bent,,,0.0000398357,typical
89.097 -58.691_[0.01077531 0.01077531] deg_(J0600.8-5835.Fix.1pln-forPyBDSF.FITS).fits.png,89.0965745600,-58.6908640700,FR I,Bent,,0.0002595275,typical
89.140 -40.307_[0.01006701 0.01006701] deg_(Abell_3376.1pln-forPyBDSF.FITS).fits.png,89.1401804200,-40.3065583200,FR I,,,0.0004626146,typical
89.140 -40.307_[0.01006701 0.01006701] deg_(Abell_3376.redo.1pln-forPyBDSF.FITS).fits.png,89.1401804200,-40.3065583200,FR I,,,0.0004626146,typical
89.391 -58.016_[0.01188501 0.01188501] deg_(J0600.8-5835.Fix.1pln-forPyBDSF.FITS).fits.png,89.3905082800,-58.0163411800,Point Source,,,0.0004292317,typical
89.395 -58.646_[0.009 0.009] deg_(J0600.8-5835.Fix.1pln-forPyBDSF.FITS).fits.png,89.3947553300,-58.6457106800,Point Source,,,0.0003160912,typical
89.425 -59.400_[0.009 0.009] deg_(J0600.8-5835.Fix.1pln-forPyBDSF.FITS).fits.png,89.4249904700,-59.3995877400,Point Source,,,0.0004122887,typical
89.488 -58.392_[0.0467825 0.0467825] deg_(J0600.8-5835.Fix.1pln-forPyBDSF.FITS).fits.png,89.4882398200,-58.3924824000,FR II,,,0.0004985058,typical
89.494 -58.083_[0.01655814 0.01655814] deg_(J0600.8-5835.Fix.1pln-forPyBDSF.FITS).fits.png,89.4938898600,-58.0825900100,Bent,,,0.0004141040,typical
89.531 -59.044_[0.009 0.009] deg_(J0600.8-5835.Fix.1pln-forPyBDSF.FITS).fits.png,89.5307882500,-59.0441616200,FR II,,,0.0001948962,typical
89.534 -58.174_[0.009 0.009] deg_(J0600.8-5835.Fix.1pln-forPyBDSF.FITS).fits.png,89.5335453200,-58.1743473000,FR II,,,0.0004220268,typical
89.550 -40.079_[0.01259502 0.01259502] deg_(Abell_3376.1pln-forPyBDSF.FITS).fits.png,89.5499996500,-40.0787125500,FR I,,,0.0002874505,typical
89.550 -40.079_[0.01259502 0.01259502] deg_(Abell_3376.redo.1pln-forPyBDSF.FITS).fits.png,89.5499996500,-40.0787125500,FR I,,,0.0002874505,typical
89.582 -58.310_[0.01515801 0.01515801] deg_(J0600.8-5835.Fix.1pln-forPyBDSF.FITS).fits.png,89.5815523900,-58.3103191000,FR II,,,0.0003963772,typical
89.594 -58.254_[0.009 0.009] deg_(J0600.8-5835.Fix.1pln-forPyBDSF.FITS).fits.png,89.5937685000,-58.2536662400,Bent,,,0.0003552930,typical
89.701 -58.486_[0.00998642 0.00998642] deg_(J0600.8-5835.Fix.1pln-forPyBDSF.FITS).fits.png,89.7006098200,-58.4863603300,FR II,,,0.0004140441,typical
89.715 -58.654_[0.01350881 0.01350881] deg_(J0600.8-5835.Fix.1pln-forPyBDSF.FITS).fits.png,89.7146962400,-58.6540857900,Bent,,,0.0001798040,typical
89.718 -58.574_[0.009 0.009] deg_(J0600.8-5835.Fix.1pln-forPyBDSF.FITS).fits.png,89.7183979800,-58.5740311200,Point Source,,,0.0002098269,typical
89.733 -40.130_[0.009 0.009] deg_(Abell_3376.1pln-forPyBDSF.FITS).fits.png,89.7326602100,-40.1295877700,Point Source,,,0.0004872670,typical
89.733 -40.130_[0.009 0.009] deg_(Abell_3376.redo.1pln-forPyBDSF.FITS).fits.png,89.7326602100,-40.1295877700,Point Source,,,0.0004872670,typical
89.806 -39.710_[0.01782907 0.01782907] deg_(Abell_3376.1pln-forPyBDSF.FITS).fits.png,89.8056285900,-39.7102849800,Bent,,,0.0004035469,typical
89.806 -39.710_[0.01782907 0.01782907] deg_(Abell_3376.redo.1pln-forPyBDSF.FITS).fits.png,89.8056285900,-39.7102849800,Bent,,,0.0004035469,typical
89.844 -58.263_[0.009 0.009] deg_(J0600.8-5835.Fix.1pln-forPyBDSF.FITS).fits.png,89.8441042700,-58.2629822500,Bent,,,0.0000576408,typical
